,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,Poblacion Total,Mujeres de 12-49,Poblacion de 0 a 5,Personas Casadas,Personas c/religion,Personas s/religion,Personas Ocupadas,Prom. Grado Escolar,Personas S/Internet,Personas C/Servicio de Salud
31477,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0271,32,11,0,13,32,0,13,10.29,6,31
31481,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0271,0,0,0,0,0,0,0,0.00,0,0
31493,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0271,0,0,0,0,0,0,0,0.00,0,0
31494,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0271,39,10,6,16,20,19,17,9.7,5,35
31496,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0271,0,0,0,0,0,0,0,0.00,0,0
31502,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0286,148,32,9,49,137,11,68,13.69,16,125
31506,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0286,0,0,0,0,0,0,0,0.00,0,0
31513,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0286,170,45,11,60,151,19,85,13.99,6,146
31514,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0286,86,23,3,35,67,19,40,12.97,9,71
31526,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0286,0,0,0,0,0,0,0,0.00,0,0
31535,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,152,37,15,57,141,11,67,11.36,11,132
31537,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,108,25,6,41,87,21,61,13.78,6,89
31541,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,320,75,34,116,300,20,162,10.88,31,223
31543,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,251,66,23,89,247,4,115,10.31,35,179
31549,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,253,70,16,100,237,16,107,11.05,17,213
31556,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,44,6,0,10,36,8,28,13.24,3,36
31559,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,0,0,0,0,0,0,0,0.00,0,0
31562,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,0,0,0,0,0,0,0,0.00,0,0
31564,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,185,61,13,80,168,17,82,9.99,24,135
31566,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0290,0,0,0,0,0,0,0,0.00,0,0
31568,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0322,251,63,19,112,233,18,123,10.32,25,208
31574,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0322,282,76,22,116,274,8,123,10.12,25,224
31576,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0322,190,38,10,80,177,13,127,11.3,11,158
31580,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0322,163,45,14,58,152,11,71,13.37,7,140
31583,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0322,111,27,11,41,98,13,58,10.14,9,85
31584,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0322,237,67,16,97,224,13,134,11.76,15,216
31597,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0322,69,16,6,24,66,3,37,12.18,7,47
31599,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,107,32,16,41,104,3,53,10.24,11,90
31607,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,96,22,13,38,88,8,41,9.07,12,69
31611,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,0,0,0,0,0,0,0,0.00,0,0
31612,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,0,0,0,0,0,0,0,0.00,0,0
31618,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,108,31,10,41,101,7,46,8.75,10,84
31620,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,74,18,7,36,71,3,32,9.36,9,52
31621,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,102,31,10,44,96,6,44,4.53,6,86
31622,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,109,33,11,43,90,19,38,8.1,12,74
31623,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,148,38,18,63,142,6,62,9.09,10,103
31625,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,114,27,9,48,106,8,55,9.13,10,93
31627,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,0,0,0,0,0,0,0,0.00,0,0
31639,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,154,41,18,61,139,15,67,8.79,16,113
31641,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0356,82,21,12,30,75,7,37,10.29,8,68
31646,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0360,0,0,0,0,0,0,0,0.00,0,0
31647,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0360,0,0,0,0,0,0,0,0.00,0,0
31650,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0360,87,25,15,38,87,0,27,8.51,19,63
31652,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0360,0,0,0,0,0,0,0,0.00,0,0
31654,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0360,323,84,35,151,307,16,148,9.09,32,294
31655,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0360,121,36,20,53,114,7,56,8.49,7,111
31664,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0360,27,0,0,0,0,0,0,0.00,0,0
31684,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,121,35,12,50,104,17,59,11.98,9,115
31686,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,210,52,15,87,201,9,103,12.86,6,176
31700,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,125,38,9,57,115,10,61,11.43,3,120
31701,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,280,75,13,99,269,11,150,13,13,244
31702,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,249,70,8,98,223,26,133,13.37,14,235
31703,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,166,47,13,65,148,18,96,13.87,15,139
31704,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,0,0,0,0,0,0,0,0.00,0,0
31711,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,0,0,0,0,0,0,0,0.00,0,0
31713,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,117,30,16,46,117,0,50,9.47,10,107
31716,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,0,0,0,0,0,0,0,0.00,0,0
31717,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0375,157,50,9,56,146,11,88,12.77,3,141
31724,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,159,47,16,49,153,6,70,10.55,10,123
31727,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,0,0,0,0,0,0,0,0.00,0,0
31728,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,108,23,8,40,85,22,51,11.6,8,95
31731,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,162,40,19,62,154,8,67,11.28,13,127
31732,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,113,33,8,49,106,7,60,10.65,13,92
31733,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,249,79,24,97,241,8,116,10.83,19,201
31734,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,202,57,24,78,202,0,96,9.71,17,130
31735,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,90,25,9,34,73,17,43,11.17,7,60
31739,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,142,35,11,56,127,15,56,10.19,15,118
31740,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,187,48,13,74,182,5,95,10.34,15,158
31746,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,143,31,7,44,98,16,52,9.79,18,96
31747,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,145,33,10,67,127,18,60,10.47,17,130
31748,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,131,41,12,39,128,3,62,11.19,7,104
31750,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,222,52,16,77,214,8,80,10.39,20,205
31754,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,0,0,0,0,0,0,0,0.00,0,0
31757,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,185,43,16,70,170,14,103,10.85,14,150
31763,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,129,33,17,55,110,19,63,10.18,8,108
31769,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,0,0,0,0,0,0,0,0.00,0,0
31770,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,038A,0,0,0,0,0,0,0,0.00,0,0
31773,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,174,45,19,61,163,11,85,10.54,10,144
31780,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,0,0,0,0,0,0,0,0.00,0,0
31781,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,168,36,16,62,156,12,70,9.49,20,138
31782,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,114,37,14,53,109,5,53,10.47,10,93
31790,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,148,40,13,59,137,11,64,9.68,11,119
31791,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,158,36,15,65,151,7,69,9.17,18,131
31792,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,112,30,13,41,106,6,49,9.01,7,82
31794,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,127,40,12,48,117,10,58,10.03,11,100
31800,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,213,61,16,71,208,5,110,11.56,16,173
31802,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,176,50,16,64,173,3,75,9.65,12,135
31804,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,112,27,10,45,102,10,53,8.65,12,90
31808,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,192,54,16,77,160,32,88,9.49,20,148
31809,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,175,56,16,67,152,23,82,9.78,29,124
31810,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,103,30,8,44,95,8,44,9.84,11,80
31814,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,0,0,0,0,0,0,0,0.00,0,0
31819,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,131,34,17,54,115,16,46,9.36,14,108
31820,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0394,94,31,14,40,82,12,39,9.21,9,68
31823,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,103,32,7,34,95,3,43,10.26,6,81
31824,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,136,33,11,55,126,10,68,9.54,14,92
31825,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,0,0,0,0,0,0,0,0.00,0,0
31827,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,97,27,17,42,89,8,42,10.66,7,81
31837,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,0,0,0,0,0,0,0,0.00,0,0
31847,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,0,0,0,0,0,0,0,0.00,0,0
31849,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,205,54,30,84,191,14,86,8.63,24,134
31874,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,120,35,18,48,105,15,47,10.37,9,112
31879,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,62,13,9,31,59,3,40,8.69,7,44
31880,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,94,30,14,43,89,5,46,10.86,3,78
31881,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0407,43,5,7,14,43,0,16,8.46,0,37
31889,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,0,0,0,0,0,0,0,0.00,0,0
31890,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,121,27,15,58,103,11,46,8.57,14,92
31893,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,104,26,10,33,87,17,45,6.91,10,65
31894,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,121,32,11,50,102,19,56,10.15,3,104
31895,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,0,0,0,0,0,0,0,0.00,0,0
31902,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,89,18,9,41,85,4,32,9.93,8,67
31903,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,198,55,27,73,171,27,101,9.84,12,164
31904,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,124,27,7,33,72,14,46,9.92,4,72
31907,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,0411,108,31,12,45,96,12,46,9.41,11,94
31916,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,147,44,20,68,143,4,68,13.38,4,132
31917,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31918,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31927,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31931,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,154,42,8,79,145,9,93,11.74,19,147
31933,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31937,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31938,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,79,23,6,37,75,4,41,15.06,0,75
31939,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,119,37,12,45,108,11,69,10.05,13,102
31940,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31941,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31943,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31945,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31949,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31952,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31953,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,15,5,0,6,15,0,8,15.71,0,15
31956,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31957,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,11,3,0,4,11,0,6,16.5,0,11
31958,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,22,8,9,10,22,0,11,16.69,0,22
31959,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31962,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31972,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31976,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31979,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31980,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31982,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31984,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31985,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31986,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31987,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1227,0,0,0,0,0,0,0,0.00,0,0
31999,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,0,0,0,0,0,0,0,0.00,0,0
32009,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,0,0,0,0,0,0,0,0.00,0,0
32012,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,38,8,0,18,38,0,20,15.03,0,30
32015,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,15,5,0,6,15,0,8,15.87,0,13
32033,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,0,0,0,0,0,0,0,0.00,0,0
32034,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,0,0,0,0,0,0,0,0.00,0,0
32035,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,0,0,0,0,0,0,0,0.00,0,0
32042,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,13,0,0,8,10,3,6,15,0,9
32047,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,127A,17,4,0,9,12,5,8,15.33,0,16
32052,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1284,0,0,0,0,0,0,0,0.00,0,0
32058,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1284,0,0,0,0,0,0,0,0.00,0,0
32062,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1284,61,21,6,29,55,6,29,14.53,0,61
32063,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1284,197,68,23,87,192,5,108,13.86,4,175
32065,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1284,100,33,13,42,86,10,55,13.8,3,85
32067,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32069,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32071,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,170,48,24,81,124,46,94,11.44,10,126
32072,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32073,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32074,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,135,41,15,50,118,17,74,12.4,7,115
32076,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32080,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32083,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32084,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,155,39,21,64,141,13,74,11.61,7,120
32086,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,156,44,15,72,151,5,69,11.85,5,143
32088,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,151,43,13,66,132,19,87,11.45,4,130
32090,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,160,47,16,62,146,10,64,11.83,5,131
32103,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32107,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32124,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32126,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32131,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,74,23,11,36,68,6,35,15,0,70
32134,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32137,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32141,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,58,18,8,31,53,5,29,15.93,0,55
32144,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,55,16,10,29,49,6,28,15.35,0,46
32147,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32149,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,115,36,13,47,107,8,51,15.12,0,109
32151,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,85,26,19,41,77,8,43,15.08,0,77
32155,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32156,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32161,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,43,14,9,22,37,6,27,16.22,0,40
32162,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1301,0,0,0,0,0,0,0,0.00,0,0
32165,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1320,0,0,0,0,0,0,0,0.00,0,0
32166,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1320,0,0,0,0,0,0,0,0.00,0,0
32172,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,0,0,0,0,0,0,0,0.00,0,0
32173,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,17,5,0,6,17,0,9,14.6,0,17
32177,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,18,3,0,5,12,6,14,15.06,0,18
32179,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,0,0,0,0,0,0,0,0.00,0,0
32180,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,0,0,0,0,0,0,0,0.00,0,0
32181,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,0,0,0,0,0,0,0,0.00,0,0
32182,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,0,0,0,0,0,0,0,0.00,0,0
32185,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,0,0,0,0,0,0,0,0.00,0,0
32191,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,25,8,0,12,22,3,14,15.05,0,23
32193,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,31,7,0,18,24,7,15,15.37,0,26
32194,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,0,0,0,0,0,0,0,0.00,0,0
32196,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1335,0,0,0,0,0,0,0,0.00,0,0
32208,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1373,0,0,0,0,0,0,0,0.00,0,0
32219,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1373,0,0,0,0,0,0,0,0.00,0,0
32224,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1373,0,0,0,0,0,0,0,0.00,0,0
32225,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1373,0,0,0,0,0,0,0,0.00,0,0
32234,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1373,14,6,0,5,14,0,8,14.64,0,14
32235,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1373,93,27,6,44,87,6,50,14.8,0,90
32237,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1373,0,0,0,0,0,0,0,0.00,0,0
32240,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1373,0,0,0,0,0,0,0,0.00,0,0
32246,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,108,31,10,46,103,5,51,8.81,8,80
32251,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,170,46,16,79,165,5,96,9.9,16,151
32254,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,56,13,5,23,56,0,30,14.56,0,48
32255,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,215,52,14,87,204,11,108,12.62,15,199
32263,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,32,14,0,16,32,0,17,14.68,0,32
32266,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,0,0,0,0,0,0,0,0.00,0,0
32278,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,28,6,0,16,28,0,15,15.15,0,25
32285,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,25,3,0,17,24,0,13,15.3,0,24
32286,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1392,0,0,0,0,0,0,0,0.00,0,0
32298,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1481,136,37,13,57,132,4,76,13.7,4,119
32311,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1481,0,0,0,0,0,0,0,0.00,0,0
32312,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1481,0,0,0,0,0,0,0,0.00,0,0
32313,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1481,0,0,0,0,0,0,0,0.00,0,0
32318,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,313,91,16,141,296,17,148,12.98,16,280
32319,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,0,0,0,0,0,0,0,0.00,0,0
32320,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,0,0,0,0,0,0,0,0.00,0,0
32321,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,288,85,22,117,269,18,141,12.34,21,242
32327,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,0,0,0,0,0,0,0,0.00,0,0
32329,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,23,7,3,18,23,0,15,17.16,0,22
32331,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,0,0,0,0,0,0,0,0.00,0,0
32333,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,0,0,0,0,0,0,0,0.00,0,0
32336,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,0,0,0,0,0,0,0,0.00,0,0
32337,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,32,10,7,19,29,3,19,15.36,0,31
32339,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,0,0,0,0,0,0,0,0.00,0,0
32340,5,Coahuila de Zaragoza,30,Saltillo,1,Saltillo,1528,0,0,0,0,0,0,0,0.00,0,0
